"repeat_id","fold","analysis","classification","analysis_observations","analysis_events","assessment_observations","assessment_events","converged","iterations","minimum_prediction","maximum_prediction"
9,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0374242795267855,0.904657189471384
9,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000908278858885272,0.860228454101369
9,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0352581976788533,0.949874175973372
9,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0330596330907516,0.945617613229826
9,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.03227859714567,0.962807097695338
9,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.06570498297515,0.946692913403165
9,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0392984191465998,0.946234522537656
10,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.039885592415881,0.965199438255193
10,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000118620503792561,0.986160829578385
10,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0198433584070326,0.952415713408309
10,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0241679654577965,0.957672216136074
10,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0266717331092523,0.962211665922878
10,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000263999442856165,0.957718223665524
10,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.038254265936922,0.804905621758588
10,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0280437063227133,0.967117723827858
10,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0427483900112386,0.907556232703955
10,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0361870195375906,0.932417619030797
11,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0351608158208601,0.983496790702314
11,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0340164965674273,0.887350815494978
11,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0362163060395877,0.955778050613122
11,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0385380098535452,0.852086238823614
11,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0299027750696088,0.973438473949385
11,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.028355265410048,0.933179550274885
11,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000728436082962274,0.943484669560098
11,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0345857060374694,0.941810934543435
11,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000243056648887423,0.953277205716982
11,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0376610587147296,0.960530856650363
12,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0216061024901004,0.962987984133261
12,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000259999246213799,0.962579398652865
12,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000732676561548769,0.953755192949546
12,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0245795582560226,0.944463290615237
12,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0234902010980708,0.948139966134322
12,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0454475015541139,0.95775156862469
12,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0370805820549144,0.927928863156501
12,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0206903820523231,0.910789720459371
12,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0251562931297601,0.981661339594148
12,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0358203942591959,0.961079403760873
13,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0368477582532474,0.949325644087169
13,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0278832789582085,0.955707072603191
13,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0621175119563802,0.972252721047574
13,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000479012799822632,0.873554421781595
13,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0438535420515048,0.963110688460078
13,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0407735715262013,0.950643764990381
13,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0287999950092862,0.933537964459856
13,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000120864877519035,0.921573338323653
13,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.038071031944288,0.960227418681759
13,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0228756151754296,0.899817817144542
14,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.036388451564001,0.964528643420005
14,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0300036980309534,0.932510836011676
14,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0238290777941525,0.977394171857163
14,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0286615220596632,0.948244700885694
14,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0264285544759204,0.955795176437797
14,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000650147796783223,0.968990191283809
14,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0191261455115511,0.958199803470569
14,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0369247393559071,0.971529630720593
14,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0381499294230033,0.913098903575254
14,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000307308185386324,0.921662729324199
15,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0258712818042168,0.8383937510636
15,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0834153554177301,0.953756333504236
15,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0309057707750771,0.96815043297213
15,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0336041754030696,0.975272909025039
15,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.028455674985262,0.945075706423789
15,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0689567273513041,0.964000754167301
15,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0242440442445339,0.922779646755952
15,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000684371488136689,0.917949987155859
15,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0444914383918962,0.965166976603527
15,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000223813386037812,0.923531216594651
16,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.029111076553824,0.956189185809386
16,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000755463601165359,0.960132583192484
16,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0304844303231953,0.815581176242068
16,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0001246176326259,0.948776884410922
16,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0159810521042856,0.963818356830612
16,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0470142524018818,0.976488034679419
16,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.039392886010056,0.950938598005934
16,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0400681187003245,0.951795141210566
16,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0291279119712214,0.914988953376869
16,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0377039617870818,0.96904202588134
17,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0388703663527768,0.957442121957581
17,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0188150426056067,0.98201562790088
17,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000789874597506417,0.953040840095617
17,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0247261320809932,0.9486759689932
17,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0338099103287244,0.931591923392497
17,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0473222177458931,0.917078322550412
17,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.00012975596290239,0.975543039672731
17,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.028269063876996,0.941476977625629
17,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0337213156605582,0.940907227147956
17,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0562992549124065,0.965497590613397
18,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000223532869267866,0.967643620965996
18,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0346673179267258,0.856126258988222
18,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0257890648488185,0.955553502632396
18,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0275793849651283,0.95943388993667
18,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0534724724125484,0.936955661776931
18,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0565940908461066,0.935965401293562
18,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0302128808088372,0.875078618595548
18,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.000546266224711299,0.975616442202038
18,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.031496234515741,0.965674991681125
18,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0174198070065312,0.962668652517322
19,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000950068328816315,0.951638316908128
19,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0423386370449173,0.955569992332076
19,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0412748749756642,0.876016494198954
19,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0291909922143764,0.973864790815793
19,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.000161116292518076,0.882351419444424
19,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0240668577009457,0.916457208986268
19,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0253706047821654,0.975316718622317
19,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.03384331586888,0.9117902153004
19,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0335315166265127,0.939921410686491
19,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.037710305531771,0.974795367190773
20,1,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000308981024876711,0.962601828166406
20,2,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.0201586480922757,0.979676838823193
20,3,"volume_exploratory","Exploratory",341,137,39,16,TRUE,5,0.000143851793650209,0.982129149965484
20,4,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0401292559523611,0.930760351404655
20,5,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0382541730104462,0.945825652959664
20,6,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0412405887024147,0.952341125320548
20,7,"volume_exploratory","Exploratory",342,138,38,15,TRUE,5,0.0169437675355719,0.923291255717322
20,8,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0865900147479115,0.877781525256031
20,9,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0206831968977738,0.948622701497012
20,10,"volume_exploratory","Exploratory",343,138,37,15,TRUE,5,0.0320124511622683,0.962867997387264
